mm_id,BSEID,NSEID,Industry,Mojo,Name,financial,quality,technical,valuation
266290,505299,0,Engineering,Not Rated,Kulkarni Power Tools,Positive,Does not qualify,Positive,Does not qualify
190626,505250,0,Engineering,Not Rated,GG Dandekar Machine,Flat,Does not qualify,Flat,Does not qualify
1002882,540786,0,Engineering,Not Rated,Sharika Enterprises,Flat,Does not qualify,Flat,Does not qualify
196038,500360,0,Engineering,Not Rated,Rapicut Carbides,Negative,Does not qualify,Negative,Does not qualify
166866,522251,0,Engineering,Not Rated,Cenlub Inds,Negative,Does not qualify,Negative,Does not qualify
612790,505725,0,Engineering,Not Rated,Hind Everest Tools,Flat,Does not qualify,Flat,Does not qualify
826028,517080,HIGHGROUND,Engineering,Not Rated,High Ground Enter,,Below Average,,Does not qualify
188636,522152,0,Engineering,Not Rated,Solitaire Machine,Flat,Does not qualify,Flat,Does not qualify
999949,539479,0,Engineering,Not Rated,GTV Engineering,Flat,Does not qualify,Flat,Does not qualify
562660,513575,0,Engineering,Strong Sell,Sterling Powergensys,Flat,Below Average,Flat,Does not qualify
169339,505212,0,Engineering,Not Rated,Jainex Aamcol,Flat,Does not qualify,Flat,Does not qualify
1002676,540144,0,Engineering,Not Rated,DRA Consultants,,Below Average,,Does not qualify
683891,522001,0,Engineering,Not Rated,Cranex,Positive,Does not qualify,Positive,Does not qualify
234967,531771,0,Engineering,Not Rated,Towa Sokki,Flat,Does not qualify,Flat,Does not qualify
879512,522245,0,Engineering,Not Rated,Iykot Hitech,Flat,Does not qualify,Flat,Does not qualify
705242,534563,0,Engineering,Not Rated,Max Alert Systems,,Does not qualify,,Does not qualify
962207,526614,0,Engineering,Not Rated,Expo Gas Containers,Negative,Does not qualify,Negative,Does not qualify
556154,522237,0,Engineering,Not Rated,Shivagrico Implement,Positive,Does not qualify,Positive,Does not qualify
564687,531661,0,Engineering,Not Rated,Hittco Tools,Flat,Does not qualify,Flat,Does not qualify
113272,531944,0,Engineering,Sell,Servotech Inds.,Positive,Below Average,Positive,Does not qualify
209414,522036,0,Engineering,Sell,Miven Machine Tools,Positive,Below Average,Positive,Does not qualify
1002974,0,PIGL,Engineering,Not Rated,Power & Inst. (Guj),,Does not qualify,,Does not qualify
328418,532470,0,Engineering,Strong Sell,MPF Systems,Flat,Below Average,Flat,Does not qualify
1002934,0,BANKA,Engineering,Not Rated,Banka Bioloo,,Below Average,,Does not qualify
331002,513337,0,Engineering,Not Rated,Guj. Toolroom,Flat,Does not qualify,Flat,Does not qualify
1002852,0,RKEC,Engineering,Not Rated,RKEC Projects,,Below Average,,Risky
1002784,0,TRANSWIND,Engineering,Not Rated,Transwind Infrastruc,,Below Average,,Does not qualify
1002828,0,MANAV,Engineering,Not Rated,Manav Infra Projects,,Below Average,,Does not qualify
999960,0,PERFECT,Engineering,Not Rated,Perfect Infra,,Below Average,,Does not qualify
1002788,0,UNIVASTU,Engineering,Not Rated,Univastu India,,Below Average,,Does not qualify
1002966,0,SSINFRA,Engineering,Not Rated,SS Infra Dev.Consult,,Below Average,,Does not qualify
1003053,0,AHLADA,Engineering,Not Rated,Ahlada Engineers,,Below Average,,Does not qualify
1002980,0,GODHA,Engineering,Not Rated,Godha Cabcon&Insulat,,Below Average,,Does not qualify
1002994,0,DSML,Engineering,Not Rated,Debock Sales&Mktg,,Below Average,,Does not qualify
885158,0,THEJO,Engineering,Not Rated,Thejo Engineering,,Below Average,,Does not qualify
135277,0,SHRIPISTON,Engineering,Strong Sell,Shriram Pistons & Rings,Negative,Average,Negative,Expensive
1003014,0,REPL,Engineering,Not Rated,Rudrabhishek Enter.,,Below Average,,Does not qualify
993232,509870,0,Engineering,Not Rated,Shah Construction Co,Flat,Does not qualify,Flat,Does not qualify
894300,526662,ARENTERP,Engineering,Not Rated,Rajdarshan Inds,Flat,Does not qualify,Flat,Does not qualify
719803,531760,0,Engineering,Not Rated,Fusion Fittings (I),,Below Average,,Does not qualify
1003154,0,ABINFRA,Engineering,Not Rated,AB Infrabuild,,Does not qualify,,Does not qualify
1003069,0,MARINE,Engineering,Not Rated,Marine Electricals,,Below Average,,Risky
1003042,0,AARON,Engineering,Not Rated,Aaron Industries,,Below Average,,Does not qualify
1002917,0,SOUTHWEST,Engineering,Not Rated,South West Pinnacle,Flat,Does not qualify,Flat,Does not qualify
855995,500188,HINDZINC,Metal - Non Ferrous ,Sell,Hindustan Zinc,Negative,Good,Negative,Expensive
801588,500295,VEDL,Metal - Non Ferrous ,Hold,Vedanta,Positive,Good,Positive,Very Attractive
914349,513599,HINDCOPPER,Metal - Non Ferrous ,Strong Sell,Hindustan Copper,Very Negative,Below Average,Very Negative,Fair
916288,533282,GRAVITA,Metal - Non Ferrous ,Sell,Gravita India,Very Positive,Average,Very Positive,Expensive
711837,523539,PRECWIRE,Metal - Non Ferrous ,Sell,Precision Wire India,Flat,Average,Flat,Very Attractive
241208,522281,0,Metal - Non Ferrous ,Sell,Ram Ratna Wires,Flat,Average,Flat,Very Attractive
164206,530129,0,Metal - Non Ferrous ,Not Rated,Nile,Positive,Does not qualify,Positive,Does not qualify
1002848,540727,0,Metal - Non Ferrous ,Not Rated,Poojawestern Metalik,,Below Average,,Does not qualify
740084,539045,MANAKALUCO,Metal - Non Ferrous ,Not Rated,Manaksia Aluminium,Negative,Does not qualify,Negative,Does not qualify
244779,532455,0,Metal - Non Ferrous ,Not Rated,Shalimar Wires Inds,Flat,Does not qualify,Flat,Does not qualify
981283,526027,CUBEXTUB,Metal - Non Ferrous ,Not Rated,Cubex Tubings,Flat,Does not qualify,Flat,Does not qualify
149334,538733,0,Metal - Non Ferrous ,Strong Sell,Starlit Power System,Flat,Below Average,Flat,Does not qualify
279449,532914,ARCOTECH,Metal - Non Ferrous ,Not Rated,Arcotech,Very Negative,Does not qualify,Very Negative,Does not qualify
716361,513502,0,Metal - Non Ferrous ,Strong Sell,Baroda Extrusion,Flat,Below Average,Flat,Does not qualify
203255,513498,0,Metal - Non Ferrous ,Not Rated,Southern Magnesium,Flat,Does not qualify,Flat,Does not qualify
828832,513544,0,Metal - Non Ferrous ,Not Rated,Mardia Samyoung,Flat,Does not qualify,Flat,Does not qualify
269994,513119,0,Metal - Non Ferrous ,Not Rated,ABC Gas (Inter),Flat,Does not qualify,Flat,Does not qualify
1002618,0,SAGARDEEP,Metal - Non Ferrous ,Not Rated,Sagardeep Alloys,Negative,Does not qualify,Negative,Does not qualify
1002711,0,MCL,Metal - Non Ferrous ,Not Rated,Madhav Copper,,Below Average,,Risky
423292,508869,APOLLOHOSP,Healthcare Services,Hold,Apollo Hospital Ent.,Positive,Average,Positive,Attractive
1000163,539524,LALPATHLAB,Healthcare Services,Hold,Dr Lal Pathlabs,Flat,Good,Flat,Very Expensive
970940,532843,FORTIS,Healthcare Services,Strong Sell,Fortis Healthcare,Flat,Below Average,Flat,Very Expensive
1003129,542650,METROPOLIS,Healthcare Services,Hold,Metropolis Health.,Positive,Good,Positive,Very Expensive
1000454,539551,NH,Healthcare Services,Buy,Narayana Hrudayalay,Positive,Good,Positive,Very Attractive
1002923,540975,ASTERDM,Healthcare Services,Sell,Aster DM Healthcare,Positive,Average,Positive,Attractive
1000893,539871,THYROCARE,Healthcare Services,Hold,Thyrocare Tech.,Positive,Good,Positive,Expensive
1002625,539981,MAXINDIA,Healthcare Services,Strong Sell,Max India,Very Negative,Below Average,Very Negative,Risky
622550,523323,KOVAI,Healthcare Services,Hold,Kovai Medical Center,Positive,Average,Positive,Very Attractive
1002586,539787,HCG,Healthcare Services,Strong Sell,HealthcareGlobal,Negative,Below Average,Negative,Expensive
1002887,540797,SHALBY,Healthcare Services,Sell,Shalby,Flat,Average,Flat,Very Attractive
131877,532150,INDRAMEDCO,Healthcare Services,Hold,Indraprastha Medical,Positive,Average,Positive,Very Attractive
1003372,542919,ARTEMISMED,Healthcare Services,Not Rated,Artemis Medi.,Flat,Does not qualify,Flat,Fair
301845,524520,0,Healthcare Services,Buy,KMC Speciality Hosp,Positive,Good,Positive,Very Attractive
718153,526783,0,Healthcare Services,Sell,Dr Agarwals Eye Hsp,Flat,Average,Flat,Does not qualify
744402,523696,0,Healthcare Services,Not Rated,FortisMalar Hospital,Negative,Does not qualify,Negative,Does not qualify
959118,532998,LOTUSEYE,Healthcare Services,Not Rated,Lotus Eye Hospital,Positive,Does not qualify,Positive,Does not qualify
999962,539428,0,Healthcare Services,Not Rated,Tejnaksh Healthcare,Flat,Does not qualify,Flat,Does not qualify
408336,526139,0,Healthcare Services,Not Rated,Transgene Biotek,Flat,Does not qualify,Flat,Does not qualify
966669,530897,0,Healthcare Services,Not Rated,NG Industries,Flat,Does not qualify,Flat,Does not qualify
694021,526301,0,Healthcare Services,Sell,Medinova Diagnostic,Flat,Below Average,Flat,Does not qualify
191360,531380,0,Healthcare Services,Not Rated,Centenial Surgical,Flat,Does not qualify,Flat,Does not qualify
1003276,542771,0,Healthcare Services,Not Rated,Novateor Research,,Does not qualify,,Does not qualify
1003369,542918,NULL,Healthcare Services,Not Rated,Gian Lifecare,,Does not qualify,,Does not qualify
701766,512217,0,Healthcare Services,Not Rated,Prism Medico,Negative,Does not qualify,Negative,Does not qualify
525405,526546,0,Healthcare Services,Not Rated,Choksi Lab,Negative,Does not qualify,Negative,Does not qualify
226160,523489,0,Healthcare Services,Sell,Chennai Meena Multi,Positive,Below Average,Positive,Does not qualify
912779,531328,0,Healthcare Services,Not Rated,Kretto Syscon,Flat,Does not qualify,Flat,Does not qualify
913636,534422,0,Healthcare Services,Not Rated,Looks Health Service,Positive,Does not qualify,Positive,Does not qualify
1002986,541299,0,Healthcare Services,Not Rated,Dr Lalchandani Labs,,Below Average,,Does not qualify
104503,524754,0,Healthcare Services,Not Rated,Gujarat Meditech,,Below Average,,Does not qualify
185785,531043,0,Healthcare Services,Not Rated,DhanvantriJeevan Rek,Flat,Does not qualify,Flat,Does not qualify
631042,526504,0,Healthcare Services,Not Rated,Dolphin Medical Serv,Flat,Does not qualify,Flat,Does not qualify
1003130,0,KHFM,Healthcare Services,Not Rated,KHFM Hospitality,,Does not qualify,,Does not qualify
1002790,540616,AGLSL,Healthcare Services,Strong Sell,Artemis Global Life,Negative,Below Average,Negative,Does not qualify
685316,530813,KRBL,Rice & Rice Processing,Sell,KRBL,Positive,Average,Positive,Very Attractive
315485,532783,DAAWAT,Rice & Rice Processing,Hold,LT Foods,Positive,Average,Positive,Very Attractive
801400,530307,0,Rice & Rice Processing,Hold,ChamanLal Setia Exp.,Positive,Good,Positive,Very Attractive
592543,519260,SANWARIA,Rice & Rice Processing,Strong Sell,Sanwaria Consumer,Very Negative,Below Average,Very Negative,Does not qualify
471325,531449,0,Rice & Rice Processing,Not Rated,GRM Overseas,Positive,Does not qualify,Positive,Does not qualify
324398,512559,KOHINOOR,Rice & Rice Processing,Strong Sell,Kohinoor Foods,Very Negative,Below Average,Very Negative,Does not qualify
891577,500228,JSWSTEEL,Iron and Steel,Strong Sell,JSW Steel,Very Negative,Average,Very Negative,Very Attractive
594470,500470,TATASTEEL,Iron and Steel,Strong Sell,Tata Steel,Very Negative,Below Average,Very Negative,Attractive
816180,500113,SAIL,Iron and Steel,Strong Sell,SAIL,Negative,Average,Negative,Fair
338854,532286,JINDALSTEL,Iron and Steel,Strong Sell,Jindal Steel & Power,Flat,Below Average,Flat,Very Expensive
493089,520111,RATNAMANI,Iron and Steel,Buy,Ratnamani Metals,Positive,Good,Positive,Attractive
1002951,541195,MIDHANI,Iron and Steel,Buy,Mishra Dhatu Nigam,Very Positive,Good,Very Positive,Expensive
361277,533758,APLAPOLLO,Iron and Steel,Hold,APL Apollo Tubes,Very Positive,Good,Very Positive,Expensive
878484,500055,TATASTLBSL,Iron and Steel,Strong Sell,Tata Steel BSL,Negative,Below Average,Negative,Expensive
271462,513010,TATASTLLP,Iron and Steel,Strong Sell,Tata Steel Long Prod,Flat,Average,Flat,Risky
671066,532144,WELCORP,Iron and Steel,Hold,Welspun Corp,Very Positive,Average,Very Positive,Very Attractive
472877,500378,JINDALSAW,Iron and Steel,Sell,Jindal Saw,Flat,Average,Flat,Very Attractive
721234,500265,MAHSEAMLES,Iron and Steel,Sell,Maharashtra Seamless,Negative,Good,Negative,Very Attractive
492988,532508,JSL,Iron and Steel,Sell,Jindal Stainless,Positive,Below Average,Positive,Very Attractive
1000304,539597,JSLHISAR,Iron and Steel,Strong Sell,Jindal Hisar,Flat,Below Average,Flat,Very Attractive
906634,513434,TATAMETALI,Iron and Steel,Strong Sell,Tata Metaliks,Negative,Good,Negative,Very Expensive
813901,533265,GALLISPAT,Iron and Steel,Strong Sell,Gallantt Ispat,Negative,Average,Negative,Attractive
331572,500245,KIRLOSFERR,Iron and Steel,Sell,Kirloskar Ferrous,Negative,Good,Negative,Very Attractive
852164,513605,SRIPIPES,Iron and Steel,Hold,Srikalahasthi Pipes,Positive,Good,Positive,Very Attractive
604024,517146,USHAMART,Iron and Steel,Sell,Usha Martin,Positive,Below Average,Positive,Very Attractive
910345,513446,AIONJSW,Iron and Steel,Strong Sell,Monnet Ispat &Energy,Negative,Below Average,Negative,Risky
313094,532804,TIIL,Iron and Steel,Sell,Technocraft Inds,Negative,Average,Negative,Very Attractive
883606,504614,SARDAEN,Iron and Steel,Sell,Sarda Energy&Mineral,Negative,Average,Negative,Very Attractive
415234,500404,SUNFLAG,Iron and Steel,Sell,Sunflag Iron & Steel,Negative,Average,Negative,Attractive
761113,532734,GPIL,Iron and Steel,Strong Sell,Godawari Power & Isp,Negative,Below Average,Negative,Very Attractive
452162,500336,SURYAROSNI,Iron and Steel,Sell,Surya Roshni,Flat,Average,Flat,Very Attractive
1003030,541701,0,Iron and Steel,Not Rated,Supershakti Metaliks,,Below Average,,Risky
161742,506022,PRAKASH,Iron and Steel,Strong Sell,Prakash Inds.,Very Negative,Below Average,Very Negative,Very Attractive
162436,539018,0,Iron and Steel,Sell,Beekay Steel,Negative,Average,Negative,Very Attractive
447095,500365,REMIMETAL,Iron and Steel,Strong Sell,Welspun Special.Soln,Very Negative,Below Average,Very Negative,Risky
406308,513108,GANDHITUBE,Iron and Steel,Strong Sell,Gandhi Spl. Tubes,Very Negative,Average,Very Negative,Fair
242907,513228,PENIND,Iron and Steel,Sell,Pennar Industries,Flat,Average,Flat,Very Attractive
141778,513269,MANINDS,Iron and Steel,Hold,Man Industries,Positive,Average,Positive,Very Attractive
921067,500460,MUKANDLTD,Iron and Steel,Strong Sell,Mukand,Very Negative,Below Average,Very Negative,Fair
446711,532976,JAIBALAJI,Iron and Steel,Strong Sell,Jai Balaji Inds,Negative,Below Average,Negative,Risky
141577,534392,VSSL,Iron and Steel,Strong Sell,Vardhman Special,Negative,Average,Negative,Very Expensive
887823,532726,GALLANTT,Iron and Steel,Strong Sell,Gallantt Metal,Very Negative,Average,Very Negative,Very Expensive
763134,539226,0,Iron and Steel,Strong Sell,Rudra Global Infra,Very Negative,Average,Very Negative,Very Expensive
745947,522285,JAYNECOIND,Iron and Steel,Strong Sell,Jayaswal Neco Inds,Negative,Below Average,Negative,Risky
713453,500254,UVSL,Iron and Steel,Strong Sell,Uttam Value Steels,Negative,Below Average,Negative,Risky
648388,512455,LLOYDMETAL,Iron and Steel,Strong Sell,Lloyds Metals&Energy,Negative,Below Average,Negative,Risky
117351,534748,STEELXIND,Iron and Steel,Strong Sell,Steel Exchange India,Flat,Below Average,Flat,Does not qualify
110499,534600,,Iron and Steel,Strong Sell,JTL Infra,Negative,Average,Negative,Does not qualify
150700,511672,0,Iron and Steel,Not Rated,Scan Steels,Negative,Does not qualify,Negative,Does not qualify
464237,513097,0,Iron and Steel,Strong Sell,Shivalik Bimetal,Negative,Average,Negative,Does not qualify
180856,538365,ADHUNIKIND,Iron and Steel,Strong Sell,Adhunik Industries,Negative,Below Average,Negative,Does not qualify
359898,504605,0,Iron and Steel,Not Rated,Uni Abex Alloy Prod,Positive,Does not qualify,Positive,Does not qualify
797188,513216,UTTAMSTL,Iron and Steel,Strong Sell,Uttam Galva Steels,Negative,Below Average,Negative,Does not qualify
328095,530655,GOODLUCK,Iron and Steel,Not Rated,Goodluck India Ltd.,Flat,Does not qualify,Flat,Does not qualify
100035,540744,0,Iron and Steel,Not Rated,Mideast Integrated,Negative,Does not qualify,Negative,Does not qualify
540795,531638,0,Iron and Steel,Not Rated,Suraj,Flat,Does not qualify,Flat,Does not qualify
939595,539044,MANAKSTEEL,Iron and Steel,Not Rated,Manaksia Steels,Flat,Does not qualify,Flat,Does not qualify
1002654,540080,0,Iron and Steel,Not Rated,Narayani Steels,Very Negative,Does not qualify,Very Negative,Does not qualify
337918,532479,ISMTLTD,Iron and Steel,Strong Sell,ISMT,Negative,Below Average,Negative,Does not qualify
999924,539309,RAMASTEEL,Iron and Steel,Not Rated,Rama Steel Tubes,Very Negative,Does not qualify,Very Negative,Does not qualify
157133,532721,VISASTEEL,Iron and Steel,Strong Sell,Visa Steel,Negative,Below Average,Negative,Does not qualify
1002640,539992,LSIL,Iron and Steel,Not Rated,Lloyds Steels,Positive,Does not qualify,Positive,Does not qualify
254627,513511,PANCHMSTEL,Iron and Steel,Not Rated,Panchmahal Steel,Very Negative,Does not qualify,Very Negative,Does not qualify
241347,513456,0,Iron and Steel,Not Rated,Kanishk Steel,Flat,Does not qualify,Flat,Does not qualify
974959,533008,OISL,Iron and Steel,Strong Sell,OCL Iron and Steel,Negative,Below Average,Negative,Does not qualify
982895,517372,0,Iron and Steel,Not Rated,Guj. Intrux,Positive,Does not qualify,Positive,Does not qualify
610320,590018,HISARMETAL,Iron and Steel,Not Rated,Hisar Metal Inds,Flat,Does not qualify,Flat,Does not qualify
774113,533275,GAL,Iron and Steel,Not Rated,Gyscoal Alloys,Negative,Does not qualify,Negative,Does not qualify
525694,504988,0,Iron and Steel,Not Rated,Welcast Steels,Negative,Does not qualify,Negative,Does not qualify
303976,531810,0,Iron and Steel,Not Rated,Metal Coatings (I),Flat,Does not qualify,Flat,Does not qualify
343050,538778,0,Iron and Steel,Not Rated,Akashdeep Metal Inds,Flat,Does not qualify,Flat,Does not qualify
734988,538610,0,Iron and Steel,Not Rated,Unison Metals,Positive,Does not qualify,Positive,Does not qualify
588029,531651,0,Iron and Steel,Not Rated,National General Ind,Flat,Does not qualify,Flat,Does not qualify
425118,513548,,Iron and Steel,Not Rated,Sharda Ispat,Flat,Does not qualify,Flat,Does not qualify
827083,526981,0,Iron and Steel,Not Rated,Shri Bajrang Alloys,Negative,Does not qualify,Negative,Does not qualify
273003,538963,0,Iron and Steel,Not Rated,Pact Industries,Flat,Does not qualify,Flat,Does not qualify
400413,532604,SALSTEEL,Iron and Steel,Strong Sell,SAL Steels,Negative,Below Average,Negative,Does not qualify
137678,532918,0,Iron and Steel,Not Rated,Rathi Bars,Negative,Does not qualify,Negative,Does not qualify
657386,513043,0,Iron and Steel,Not Rated,Remi Edelstahl Tub.,Flat,Does not qualify,Flat,Does not qualify
251544,518075,0,Iron and Steel,Not Rated,Suraj Products,Negative,Does not qualify,Negative,Does not qualify
925719,513703,,Iron and Steel,Not Rated,Kumar Wire Cloth Mfg,,Below Average,,Does not qualify
928173,526847,0,Iron and Steel,Not Rated,Ashirwad Steels &Ind,Flat,Does not qualify,Flat,Does not qualify
419889,526093,SATHAISPAT,Iron and Steel,Strong Sell,Sathavahana Ispat,Negative,Below Average,Negative,Does not qualify
469478,513295,RUCHISTRIP,Iron and Steel,Strong Sell,IMEC Services,Flat,Below Average,Flat,Does not qualify
663629,532016,0,Iron and Steel,Not Rated,Wellesley Corp.,Flat,Does not qualify,Flat,Does not qualify
388742,538812,0,Iron and Steel,Not Rated,Aanchal Ispat,Very Negative,Does not qualify,Very Negative,Does not qualify
554052,534064,0,Iron and Steel,Strong Sell,Alliance Integrated,Very Negative,Below Average,Very Negative,Does not qualify
766009,533576,VASWANI,Iron and Steel,Not Rated,Vaswani Industries,Positive,Does not qualify,Positive,Does not qualify
435421,531539,0,Iron and Steel,Not Rated,Rishabh Digha Steel,Flat,Does not qualify,Flat,Does not qualify
587425,513361,ISIBARS,Iron and Steel,Not Rated,India Steel Works,Very Negative,Does not qualify,Very Negative,Does not qualify
235478,513414,SMPL,Iron and Steel,Strong Sell,Splendid Metal Prod.,Negative,Below Average,Negative,Does not qualify
1002597,539798,0,Iron and Steel,Not Rated,Umiya Tube,Flat,Does not qualify,Flat,Does not qualify
111673,513558,0,Iron and Steel,Strong Sell,Real Strips,Negative,Below Average,Negative,Does not qualify
685634,513291,0,Iron and Steel,Not Rated,Premier Pipes,Negative,Does not qualify,Negative,Does not qualify
538215,532727,ADHUNIK,Iron and Steel,Not Rated,Adhunik Metaliks,,Below Average,,Does not qualify
1002658,540082,0,Iron and Steel,Not Rated,Riddhi Steel & Tube,,Below Average,,Does not qualify
534393,500399,STEELCOGUJ,Iron and Steel,Strong Sell,Steelco Gujarat,Negative,Below Average,Negative,Does not qualify
108847,513179,NATNLSTEEL,Iron and Steel,Strong Sell,National Steel &Agro,Flat,Below Average,Flat,Does not qualify
350126,513401,0,Iron and Steel,Not Rated,Ashiana Ispat,Very Negative,Does not qualify,Very Negative,Does not qualify
797985,532623,0,Iron and Steel,Not Rated,NR International,Flat,Does not qualify,Flat,Does not qualify
263015,513488,0,Iron and Steel,Not Rated,Shree Steel Wire,Very Positive,Does not qualify,Very Positive,Does not qualify
672280,531845,ZENITHBIR,Iron and Steel,Strong Sell,Zenith Birla (India),Negative,Below Average,Negative,Does not qualify
177066,530615,0,Iron and Steel,Not Rated,Garg Furnace,Flat,Does not qualify,Flat,Does not qualify
789457,513460,0,Iron and Steel,Strong Sell,Mahalaxmi Seamless,Flat,Below Average,Flat,Does not qualify
199380,532078,0,Iron and Steel,Strong Sell,Monnet Inds.,Flat,Below Average,Flat,Does not qualify
603216,526801,PSL,Iron and Steel,Strong Sell,PSL,Negative,Below Average,Negative,Does not qualify
569217,534733,0,Iron and Steel,Not Rated,Supremex Shine Steel,Positive,Does not qualify,Positive,Does not qualify
157591,513513,0,Iron and Steel,Not Rated,Aditya Ispat,Flat,Does not qualify,Flat,Does not qualify
708802,500058,BIHARSPONG,Iron and Steel,Strong Sell,Bihar Sponge Iron,Flat,Below Average,Flat,Does not qualify
650170,531913,0,Iron and Steel,Not Rated,Gopal Iron & Steels,Flat,Does not qualify,Flat,Does not qualify
999992,539455,0,Iron and Steel,Not Rated,Aryavan Enterprise,Flat,Does not qualify,Flat,Does not qualify
577192,524610,0,Iron and Steel,Not Rated,Rathi Graphic Tech,,Below Average,,Does not qualify
1003031,541702,0,Iron and Steel,Not Rated,Ashnisha Industries,Negative,Does not qualify,Negative,Does not qualify
614749,533110,SHPRE,Iron and Steel,Not Rated,Shree Precoated,Flat,Does not qualify,Flat,Does not qualify
336425,530993,0,Iron and Steel,Not Rated,Sarthak Global,Very Positive,Does not qualify,Very Positive,Does not qualify
836311,532690,RAMSARUP,Iron and Steel,Not Rated,Ramsarup Inds.,,Below Average,,Does not qualify
631474,539011,0,Iron and Steel,Strong Sell,Chennai Ferrous,Flat,Below Average,Flat,Does not qualify
809001,533602,0,Iron and Steel,Not Rated,Lesha Industries,Flat,Does not qualify,Flat,Does not qualify
461432,523832,MUKATPIPE,Iron and Steel,Strong Sell,Mukat Pipes,Positive,Below Average,Positive,Does not qualify
385173,513534,0,Iron and Steel,Strong Sell,Vardhman Industries,Negative,Below Average,Negative,Does not qualify
1002846,0,DPWIRES,Iron and Steel,Not Rated,DP Wires,,Below Average,,Does not qualify
1002802,0,GEEKAYWIRE,Iron and Steel,Not Rated,Geekay Wires,,Below Average,,Does not qualify
1003102,0,SURANI,Iron and Steel,Not Rated,Surani Steel Tubes,,Below Average,,Does not qualify
827070,532870,ANKITMETAL,Iron and Steel,Strong Sell,Ankit Metal & Power,Positive,Below Average,Positive,Does not qualify
543658,513436,SHAHALLOYS,Iron and Steel,Strong Sell,Shah Alloys,Negative,Below Average,Negative,Does not qualify
586955,500313,OILCOUNTUB,Iron and Steel,Strong Sell,Oil Country Tubular,Negative,Below Average,Negative,Does not qualify
912006,533270,BEDMUTHA,Iron and Steel,Strong Sell,Bedmutha Industries,Flat,Below Average,Flat,Does not qualify
1003067,0,KRITIKA,Iron and Steel,Not Rated,Kritika Wires,,Below Average,,Does not qualify
1003049,0,SUPREMEENG,Iron and Steel,Not Rated,Supreme Engineering,,Below Average,,Does not qualify
254772,532650,MSPL,Iron and Steel,Strong Sell,MSP Steel & Power,Flat,Below Average,Flat,Risky
1000265,0,HITECH,Iron and Steel,Sell,Hi-Tech Pipes Ltd.,Flat,Average,Flat,Does not qualify
397071,500875,ITC,Cigarettes/Tobacco,Hold,ITC,Positive,Excellent,Positive,Attractive
854537,500163,GODFRYPHLP,Cigarettes/Tobacco,Buy,Godfrey Phillips,Positive,Good,Positive,Very Attractive
493214,509966,VSTIND,Cigarettes/Tobacco,Hold,VST Industries,Positive,Good,Positive,Attractive
206191,540954,0,Cigarettes/Tobacco,Strong Sell,The Indian Wood Pro.,Negative,Below Average,Negative,Very Attractive
255597,500151,GOLDENTOBC,Cigarettes/Tobacco,Strong Sell,Golden Tobacco,Negative,Below Average,Negative,Does not qualify
837957,500510,LT,Capital Goods,Sell,Larsen & Toubro,Flat,Good,Flat,Attractive
172368,500550,SIEMENS,Capital Goods,Sell,Siemens,Flat,Good,Flat,Fair
125372,532754,GMRINFRA,Capital Goods,Sell,GMR Infrastructure,Positive,Below Average,Positive,Risky
995536,505355,NESCO,Capital Goods,Hold,NESCO,Positive,Good,Positive,Very Expensive
598119,532309,GEPIL,Capital Goods,Sell,GE Power India,Flat,Average,Flat,Expensive
1002644,540047,DBL,Capital Goods,Sell,Dilip Buildcon,Negative,Good,Negative,Very Attractive
517351,532942,KNRCON,Capital Goods,Sell,KNR Construction,Negative,Good,Negative,Attractive
585342,542141,TECHNOE,Capital Goods,Hold,Techno Electric &Eng,Flat,Average,Flat,Fair
430474,532947,IRB,Capital Goods,Strong Sell,IRB Infra.&Developer,Very Negative,Average,Very Negative,Fair
628721,522275,GET&D,Capital Goods,Strong Sell,GE T&D India,Very Negative,Average,Very Negative,Attractive
564860,534139,SCHNEIDER,Capital Goods,Sell,Schneider Ele. Infra,Very Positive,Below Average,Very Positive,Risky
545305,500294,NCC,Capital Goods,Strong Sell,NCC,Very Negative,Average,Very Negative,Very Attractive
166265,533271,ASHOKA,Capital Goods,Strong Sell,Ashoka Buildcon,Flat,Below Average,Flat,Very Attractive
918817,532757,VOLTAMP,Capital Goods,Hold,Voltamp Transformers,Positive,Good,Positive,Very Attractive
729412,500185,HCC,Capital Goods,Strong Sell,HCC,Negative,Below Average,Negative,Risky
889147,532940,JKIL,Capital Goods,Hold,J Kumar Infraproject,Positive,Good,Positive,Very Attractive
914093,509496,ITDCEM,Capital Goods,Sell,ITD Cementation,Negative,Good,Negative,Very Attractive
577653,532710,SADBHAV,Capital Goods,Strong Sell,Sadbhav Engineering,Very Negative,Below Average,Very Negative,Very Attractive
936284,533269,WABAG,Capital Goods,Sell,VA Tech Wabag,Flat,Average,Flat,Very Attractive
857134,533169,MANINFRA,Capital Goods,Strong Sell,Man InfraConstruct,Very Negative,Below Average,Very Negative,Expensive
565450,531120,PATELENG,Capital Goods,Sell,Patel Engineering,Positive,Below Average,Positive,Expensive
383151,500093,CGPOWER,Capital Goods,Strong Sell,CG Power & Indl.Soln,Very Negative,Below Average,Very Negative,Risky
203402,503960,BBL,Capital Goods,Sell,Bharat Bijlee,Flat,Average,Flat,Attractive
453925,523445,RIIL,Capital Goods,Strong Sell,Reliance Indl. Infra,Negative,Below Average,Negative,Risky
148338,533553,TDPOWERSYS,Capital Goods,Hold,TD Power Systems,Very Positive,Average,Very Positive,Very Attractive
